Type,X,Y,OBJECTID,Call_Taken,Location,Latitude,Longitude,Ward,Community,Neighborho,Tow_Zone,Day,Snow_Emerg,STREET_TYPE,distance,duration,,,,,,,,
TOW,-93.268698,44.968301,131,02/13/2019 12:41am,"500 15TH ST W,Minneapolis,MN",44.968301,-93.268698,7,Central,Elliot Park,3,1,Westminster,LOCAL,3181.1,368.4,,,,,,,,
TOW,-93.293699,44.959254,132,02/13/2019 12:41am,"2339 hennepin ave ,Minneapolis,MN",44.959254,-93.293699,10,Calhoun Isle,Lowry Hill East,3,1,Westminster,MSA,2987.5,318.4,,,,,,,,
TOW,-93.285815,44.968219,133,02/13/2019 12:41am,"430 OAK GROVE ,Minneapolis,MN",44.968219,-93.285815,7,Central,Loring Park,3,1,Westminster,MSA,1942.4,215.5,,,,,,,,
TOW,-93.293173,44.981893,134,02/13/2019 12:42am,"208 Van white memorial blvd ,Minneapolis,MN",44.981893,-93.293173,5,Near North,Sumner - Glenwood,3,1,Westminster,RES,935.4,140.8,,,,,,,,
TOW,-93.270207,44.939551,135,02/13/2019 12:42am,"3500 4th ave s,Minneapolis,MN",44.939551,-93.270207,9,Powderhorn,Central,5,1,Westminster,MSA,6230.3,593.8,,,,,,,,
TOW,-93.281039,44.967466,136,02/13/2019 12:42am,"201 15 st w ,Minneapolis,MN",44.967466,-93.281039,7,Central,Loring Park,3,1,Westminster,RES,2841.2,317.7,,,,,,,,
TOW,-93.293072,44.962704,137,02/13/2019 12:45am,"Franklin Ave at Dupont Ave s,Minneapolis,MN",44.962704,-93.293072,7,Calhoun Isle,Lowry Hill,3,1,Westminster,RES,2760.2,287.2,,,,,,,,
TOW,-93.279336,44.967717,138,02/13/2019 12:45am,"100 15TH ST W,Minneapolis,MN",44.967717,-93.279336,7,Central,Loring Park,3,1,Westminster,MSA,2454.7,261.6,,,,,,,,
TOW,-93.281656,44.968032,139,02/13/2019 12:45am,"214 15TH ST E,Minneapolis,MN",44.968032,-93.281656,7,Central,Loring Park,3,1,Westminster,RES,2290.9,251.9,,,,,,,,
TOW,-93.278758,44.967532,140,02/13/2019 12:52am,"19 15th Street West,Minneapolis,MN",44.967532,-93.278758,7,Central,Loring Park,3,1,Westminster,MSA,2535.5,270.8,,,,,,,,
TOW,-93.225121,44.970031,141,02/13/2019 12:54am,"908 Fulton st se,Minneapolis,MN",44.970031,-93.225121,2,University,Prospect Park - East River Road,4,1,Westminster,MSA,8331.2,688.0,,,,,,,,
TOW,-93.236117,44.981686,142,02/13/2019 12:54am,"1306 5TH ST SE,Minneapolis,MN",44.981686,-93.236117,3,University,Marcy Holmes,4,1,Westminster,RES,5631.5,630.4,,,,,,,,
TOW,-93.227339,44.940164,143,02/13/2019 12:55am,"3436 31st ave s,Minneapolis,MN",44.940164,-93.227339,12,Longfellow,Howe,6,1,Westminster,MSA,8909.3,714.3,,,,,,,,
TOW,-93.269691,44.948402,144,02/13/2019 12:55am,"4TH & LAKE ST ,Minneapolis,MN",44.948402,-93.269691,6,Phillips,Phillips West,3,1,Westminster,CSAH,5296.7,528.3,,,,,,,,
TOW,-93.263792,44.995243,145,02/13/2019 12:55am,"700 block 2nd st ne,Minneapolis,MN",44.995243,-93.263792,3,Northeast,St. Anthony West,2,1,Westminster,ROW,3857.6,415.4,,,,,,,,
TOW,-93.295995,45.026003,146,02/13/2019 12:56am,"3901Fremont ave n ,Minneapolis,MN",45.026003,-93.295995,4,Camden,Webber - Camden,1,1,Westminster,RES,6972.0,551.4,,,,,,,,
TOW,-93.262053,44.993141,147,02/13/2019 12:58am,"500 block 2nd st ne,Minneapolis,MN",44.993141,-93.262053,3,Northeast,St. Anthony West,2,1,Westminster,RES,4229.5,439.2,,,,,,,,
TOW,-93.22734,44.940101,148,02/13/2019 12:58am,"3438 31st ave s,Minneapolis,MN",44.940101,-93.22734,12,Longfellow,Howe,6,1,Westminster,MSA,8902.2,713.8,,,,,,,,
TOW,-93.295494,45.018638,149,02/13/2019 01:00am,"3500 FREMONT AVE N ,Minneapolis,MN",45.018638,-93.295494,4,Camden,Folwell,1,1,Westminster,RES,4984.4,517.5,,,,,,,,
TOW,-93.227082,44.948377,150,02/13/2019 01:02am,"3000 31st ave so,Minneapolis,MN",44.948377,-93.227082,2,Longfellow,Longfellow,4,1,Westminster,MSA,8222.7,685.4,,,,,,,,
TOW,-93.235375,44.987684,151,02/13/2019 01:03am,"1108 Como Avenue se,Minneapolis,MN",44.987684,-93.235375,2,University,Como,4,1,Westminster,MSA,5474.8,611.0,,,,,,,,
TOW,-93.27693,44.935795,152,02/13/2019 01:03am,"3700 block of 1st Ave so ,Minneapolis,MN",44.935795,-93.27693,8,Southwest,King Field,5,1,Westminster,RES,6115.5,591.5,,,,,,,,
TOW,-93.279336,44.967717,153,02/13/2019 01:04am,"100 BLOCK OF 15TH ST W,Minneapolis,MN",44.967717,-93.279336,7,Central,Loring Park,3,1,Westminster,MSA,2454.7,261.6,,,,,,,,
TOW,-93.279334,44.968799,154,02/13/2019 01:04am,"1396 lasalle av,Minneapolis,MN",44.968799,-93.279334,7,Central,Loring Park,3,1,Westminster,MSA,2576.2,293.8,,,,,,,,
TOW,-93.27136,45.003857,155,02/13/2019 01:05am,"1598 Marshall st ne,Minneapolis,MN",45.003857,-93.27136,3,Northeast,Sheridan,2,1,Westminster,CSAH,4738.3,467.4,,,,,,,,
TOW,-93.27693,44.935795,156,02/13/2019 01:06am,"3700 block of 1st Ave so ,Minneapolis,MN",44.935795,-93.27693,8,Southwest,King Field,5,1,Westminster,RES,6115.5,591.5,,,,,,,,
TOW,-93.296187,44.944583,157,02/13/2019 01:06am,"3200 Fremont Ave,Minneapolis,MN",44.944583,-93.296187,10,Calhoun Isle,CARAG,5,1,Westminster,RES,5102.4,511.8,,,,,,,,
TOW,-93.243156,44.96094,158,02/13/2019 01:07am,"2199 MINNEHAHA AVE ,Minneapolis,MN",44.96094,-93.243156,6,Longfellow,Seward,4,1,Westminster,MSA,6310.9,541.1,,,,,,,,
TOW,-93.272881,45.01611,159,02/13/2019 01:08am,"2630 Mashall st ne,Minneapolis,MN",45.01611,-93.272881,1,Northeast,Marshall Terrace,2,1,Westminster,CSAH,5846.7,574.3,,,,,,,,
TOW,-93.275862,44.97569,160,02/13/2019 01:10am,"2221 1 9 ST S,Minneapolis,MN",44.97569,-93.275862,7,Central,Downtown West,3,1,Westminster,MSA,2051.5,258.9,,,,,,,,
TOW,-93.228469,45.013347,161,02/13/2019 01:11am,"2500 Mckinley st ne,Minneapolis,MN",45.013347,-93.228469,1,Northeast,Audubon Park,2,1,Westminster,CSAH,8477.8,780.9,,,,,,,,
TOW,-93.279494,44.95786,162,02/13/2019 01:11am,"2435 BLAISDELL AVE S,Minneapolis,MN",44.95786,-93.279494,10,Powderhorn,Whittier,3,1,Westminster,LOCAL,3452.3,354.5,,,,,,,,
TOW,-93.295589,45.014955,163,02/13/2019 01:12am,"3298 fremont ave n,Minneapolis,MN",45.014955,-93.295589,4,Camden,Folwell,1,1,Westminster,MSA,4575.8,484.2,,,,,,,,
TOW,-93.295196,45.006139,164,02/13/2019 01:13am,"2600 block of Fremont avenue North,Minneapolis,MN",45.006139,-93.295196,5,Near North,Jordan,1,1,Westminster,MSA,3553.5,400.1,,,,,,,,
TOW,-93.279177,44.961544,165,02/13/2019 01:14am,"2109 blaisdell Ave s ,Minneapolis,MN",44.961544,-93.279177,10,Powderhorn,Whittier,3,1,Westminster,LOCAL,3090.3,338.8,,,,,,,,
TOW,-93.242523,45.01332,166,02/13/2019 01:14am,"1151 Lowry ave ne,Minneapolis,MN",45.01332,-93.242523,1,Northeast,Audubon Park,2,1,Westminster,CSAH,7373.0,692.5,,,,,,,,
TOW,-93.227082,44.948377,167,02/13/2019 01:16am,"3000 31st av s,Minneapolis,MN",44.948377,-93.227082,2,Longfellow,Longfellow,4,1,Westminster,MSA,8222.7,685.4,,,,,,,,
TOW,-93.294511,44.999274,168,02/13/2019 01:17am,"1106 west Broadway ,Minneapolis,MN",44.999274,-93.294511,5,Near North,Jordan,1,1,Westminster,CSAH,2747.8,334.1,,,,,,,,
TOW,-93.229087,45.013089,169,02/13/2019 01:17am,"2210 lowry ave ne,Minneapolis,MN",45.013089,-93.229087,1,Northeast,Windom Park,2,1,Westminster,CSAH,8429.1,777.0,,,,,,,,
TOW,-93.279304,44.960593,170,02/13/2019 01:18am,"2201 blaisdell ,Minneapolis,MN",44.960593,-93.279304,10,Powderhorn,Whittier,3,1,Westminster,LOCAL,3148.2,330.2,,,,,,,,
TOW,-93.279187,44.958192,171,02/13/2019 01:18am,"2427 Blaisdell Ave ,Minneapolis,MN",44.958192,-93.279187,10,Powderhorn,Whittier,3,1,Westminster,LOCAL,3481.7,367.8,,,,,,,,
TOW,-93.279494,44.95786,172,02/13/2019 01:19am,"2435 BLAISDELL AVE ,Minneapolis,MN",44.95786,-93.279494,10,Powderhorn,Whittier,3,1,Westminster,LOCAL,3452.3,354.5,,,,,,,,
TOW,-93.227082,44.948377,173,02/13/2019 01:19am,"3000 31st av s,Minneapolis,MN",44.948377,-93.227082,2,Longfellow,Longfellow,4,1,Westminster,MSA,8222.7,685.4,,,,,,,,
TOW,-93.227082,44.948377,174,02/13/2019 01:19am,"3000 31st ave,Minneapolis,MN",44.948377,-93.227082,2,Longfellow,Longfellow,4,1,Westminster,MSA,8222.7,685.4,,,,,,,,
TOW,-93.228429,45.017014,175,02/13/2019 01:20am,"2700 Mckinley st ne,Minneapolis,MN",45.017014,-93.228429,1,Northeast,Audubon Park,2,1,Westminster,RES,8929.6,819.2,,,,,,,,
TOW,-93.220409,44.926932,176,02/13/2019 01:22am,"3600 42nd st,Minneapolis,MN",44.926932,-93.220409,12,Longfellow,Hiawatha,6,1,Westminster,RES,10251.1,801.7,,,,,,,,
TOW,-93.276871,44.937564,177,02/13/2019 01:22am,"3600 1st st south,Minneapolis,MN",44.937564,-93.276871,8,Southwest,King Field,5,1,Westminster,MSA,5917.7,564.1,,,,,,,,
TOW,-93.278765,44.967978,178,02/13/2019 01:28am,"18 W 15TH ,Minneapolis,MN",44.967978,-93.278765,7,Central,Loring Park,3,1,Westminster,MSA,2500.0,265.7,,,,,,,,
TOW,-93.228718,44.972551,179,02/13/2019 01:29am,"610 Delaware st se,Minneapolis,MN",44.972551,-93.228718,2,University,University of Minnesota,4,1,Westminster,RES,6476.5,720.1,,,,,,,,
TOW,-93.279275,44.957628,180,02/13/2019 01:32am,"2451 Blaisdell,Minneapolis,MN",44.957628,-93.279275,10,Powderhorn,Whittier,3,1,Westminster,RES,3478.0,356.6,,,,,,,,
TOW,-93.278765,44.967978,181,02/13/2019 01:33am,"18 15 St W,Minneapolis,MN",44.967978,-93.278765,7,Central,Loring Park,3,1,Westminster,MSA,2500.0,265.7,,,,,,,,
TOW,-93.307845,44.996585,182,02/13/2019 01:33am,"1700 Penn Ave n,Minneapolis,MN",44.996585,-93.307845,5,Near North,Willard - Hay,1,1,Westminster,RES,3468.6,363.2,,,,,,,,
TOW,-93.27122,45.005189,183,02/13/2019 01:35am,"1701 marshall st ne,Minneapolis,MN",45.005189,-93.27122,3,Northeast,Sheridan,2,1,Westminster,CSAH,4884.5,479.1,,,,,,,,
TOW,-93.244376,44.966969,184,02/13/2019 01:36am,"620 20TH AVE S,Minneapolis,MN",44.966969,-93.244376,6,University,Cedar Riverside,4,1,Westminster,MSA,5110.6,576.9,,,,,,,,
TOW,-93.279629,44.95626,185,02/13/2019 01:39am,"2531 BLAIDELL AVE,Minneapolis,MN",44.95626,-93.279629,10,Powderhorn,Whittier,3,1,Westminster,LOCAL,3630.3,368.8,,,,,,,,
TOW,-93.270818,45.00248,186,02/13/2019 01:39am,"1435 marshall avenue ne,Minneapolis,MN",45.00248,-93.270818,3,Northeast,Sheridan,2,1,Westminster,CSAH,4625.7,467.1,,,,,,,,
TOW,-93.234829,44.980883,187,02/13/2019 01:40am,"1416 5th st se,Minneapolis,MN",44.980883,-93.234829,3,University,Marcy Holmes,4,1,Westminster,RES,5821.1,647.8,,,,,,,,
TOW,-93.307993,44.985041,188,02/13/2019 01:41am,"620 penn ave n ,Minneapolis,MN",44.985041,-93.307993,5,Near North,Near - North,1,1,Westminster,CSAH,2136.0,247.6,,,,,,,,
TOW,-93.307919,45.010386,189,02/13/2019 01:42am,"2922 Penn Ave N,Minneapolis,MN",45.010386,-93.307919,5,Near North,Jordan,1,1,Westminster,CSAH,4954.2,479.1,,,,,,,,
TOW,-93.244366,44.966813,190,02/13/2019 01:46am,"626 20th ave s,Minneapolis,MN",44.966813,-93.244366,6,University,Cedar Riverside,4,1,Westminster,RES,5172.0,584.5,,,,,,,,
TOW,-93.277027,44.944807,191,02/13/2019 01:47am,"3200 1st ave so ,Minneapolis,MN",44.944807,-93.277027,8,Powderhorn,Lyndale,5,1,Westminster,RES,5096.4,506.6,,,,,,,,
TOW,-93.279282,44.956094,192,02/13/2019 01:47am,"2537 BLAISDELL AVE S,Minneapolis,MN",44.956094,-93.279282,10,Powderhorn,Whittier,3,1,Westminster,LOCAL,3648.7,370.2,,,,,,,,
TOW,-93.307919,45.010386,193,02/13/2019 01:48am,"2922 penn ave n ,Minneapolis,MN",45.010386,-93.307919,5,Near North,Jordan,1,1,Westminster,CSAH,4954.2,479.1,,,,,,,,
TOW,-93.237754,45.020436,194,02/13/2019 01:49am,"1500 block 29th avenue ne,Minneapolis,MN",45.020436,-93.237754,1,Northeast,Audubon Park,2,1,Westminster,MSA,8550.3,786.7,,,,,,,,
TOW,-93.30793,45.010823,195,02/13/2019 01:51am,"2938 Penn Ave n,Minneapolis,MN",45.010823,-93.30793,5,Near North,Jordan,1,1,Westminster,CSAH,5002.8,483.5,,,,,,,,
TOW,-93.26609,44.967821,196,02/13/2019 01:52am,"629 15 st e,Minneapolis,MN",44.967821,-93.26609,6,Central,Elliot Park,3,1,Westminster,MSA,3225.6,369.6,,,,,,,,
TOW,-93.279187,44.958192,197,02/13/2019 01:53am,"2427 BLAISDELL AVE ,Minneapolis,MN",44.958192,-93.279187,10,Powderhorn,Whittier,3,1,Westminster,LOCAL,3481.7,367.8,,,,,,,,
TOW,-93.236486,45.020447,198,02/13/2019 01:53am,"1600 block of 29th avenue ne,Minneapolis,MN",45.020447,-93.236486,1,Northeast,Audubon Park,2,1,Westminster,MSA,8649.9,794.7,,,,,,,,
TOW,-93.276605,44.941358,199,02/13/2019 01:53am,"3398 1ST AVE S,Minneapolis,MN",44.941358,-93.276605,8,Powderhorn,Lyndale,5,1,Westminster,RES,5529.6,550.8,,,,,,,,
TOW,-93.279125,44.958339,200,02/13/2019 01:54am,"2423 BLAISDELL AVE S,Minneapolis,MN",44.958339,-93.279125,10,Powderhorn,Whittier,3,1,Westminster,LOCAL,3465.4,364.9,,,,,,,,
TOW,-93.307887,45.015721,201,02/13/2019 01:56am,"3322 Penn Ave n ,Minneapolis,MN",45.015721,-93.307887,4,Camden,Folwell,1,1,Westminster,CSAH,5597.0,546.0,,,,,,,,
TOW,-93.277027,44.944807,202,02/13/2019 01:57am,"3200 BLOCK 1ST AVE S,Minneapolis,MN",44.944807,-93.277027,8,Powderhorn,Lyndale,5,1,Westminster,RES,5096.4,506.6,,,,,,,,
TOW,-93.277027,44.944807,203,02/13/2019 02:00am,"3200 1ST AVE S,Minneapolis,MN",44.944807,-93.277027,8,Powderhorn,Lyndale,5,1,Westminster,RES,5096.4,506.6,,,,,,,,
TOW,-93.276673,44.946668,204,02/13/2019 02:00am,"3100 BLOCK 1ST AVE N,Minneapolis,MN",44.946668,-93.276673,8,Powderhorn,Lyndale,5,1,Westminster,MSA,4938.7,487.2,,,,,,,,
TOW,-93.22407,44.97118,205,02/13/2019 02:01am,"1000 block of Essex st se,Minneapolis,MN",44.97118,-93.22407,2,University,Prospect Park - East River Road,4,1,Westminster,RES,8617.0,724.8,,,,,,,,
TOW,-93.277027,44.944807,206,02/13/2019 02:01am,"3200 1st ave s,Minneapolis,MN",44.944807,-93.277027,8,Powderhorn,Lyndale,5,1,Westminster,RES,5096.4,506.6,,,,,,,,
TOW,-93.229268,44.941987,207,02/13/2019 02:01am,"3337 minnehaha ave,Minneapolis,MN",44.941987,-93.229268,2,Longfellow,Longfellow,6,1,Westminster,CSAH,8476.8,716.7,,,,,,,,
TOW,-93.279288,44.95345,208,02/13/2019 02:03am,"2705 BLAISDELL AVE,Minneapolis,MN",44.95345,-93.279288,10,Powderhorn,Whittier,3,1,Westminster,RES,3942.4,393.7,,,,,,,,
TOW,-93.279083,44.95488,209,02/13/2019 02:04am,"2609 Blaisdell Ave,Minneapolis,MN",44.95488,-93.279083,10,Powderhorn,Whittier,3,1,Westminster,LOCAL,3990.3,416.5,,,,,,,,
TOW,-93.308864,45.015994,210,02/13/2019 02:04am,"3333 Penn Ave n,Minneapolis,MN",45.015994,-93.308864,4,Camden,Cleveland,1,1,Westminster,CSAH,5578.1,532.2,,,,,,,,
TOW,-93.276975,44.97643,211,02/13/2019 02:08am,"9 St & Hennepin Ave,Minneapolis,MN",44.97643,-93.276975,7,Central,Downtown West,3,1,Westminster,MSA,1782.9,243.7,,,,,,,,
TOW,-93.237754,45.020436,212,02/13/2019 02:09am,"1500 block 29th avenue ne,Minneapolis,MN",45.020436,-93.237754,1,Northeast,Audubon Park,2,1,Westminster,MSA,8550.3,786.7,,,,,,,,
TOW,-93.231671,44.944209,213,02/13/2019 02:09am,"3210 minnehaha,Minneapolis,MN",44.944209,-93.231671,9,Longfellow,Longfellow,6,1,Westminster,CSAH,8120.0,709.0,,,,,,,,
TOW,-93.266165,45.013183,214,02/13/2019 02:11am,"2500 2nd street ne,Minneapolis,MN",45.013183,-93.266165,1,Northeast,Marshall Terrace,2,1,Westminster,CSAH,5773.4,560.1,,,,,,,,
TOW,-93.229082,44.941783,215,02/13/2019 02:12am,"3347 minnehaha,Minneapolis,MN",44.941783,-93.229082,2,Longfellow,Longfellow,6,1,Westminster,CSAH,8494.6,715.6,,,,,,,,
TOW,-93.308529,45.017372,216,02/13/2019 02:14am,"3415 Penn Ave N,Minneapolis,MN",45.017372,-93.308529,4,Camden,Cleveland,1,1,Westminster,CSAH,5731.2,544.4,,,,,,,,
TOW,-93.224365,44.935162,217,02/13/2019 02:16am,"3721 minnehaha av s,Minneapolis,MN",44.935162,-93.224365,12,Longfellow,Howe,6,1,Westminster,CSAH,9344.2,749.1,,,,,,,,
TOW,-93.227341,44.939973,218,02/13/2019 02:16am,"3442 31st Avenue South,Minneapolis,MN",44.939973,-93.227341,12,Longfellow,Howe,6,1,Westminster,MSA,8888.0,712.6,,,,,,,,
TOW,-93.221195,44.970348,219,02/13/2019 02:17am,"2600 essex st se,Minneapolis,MN",44.970348,-93.221195,2,University,Prospect Park - East River Road,4,1,Westminster,MSA,8726.2,761.1,,,,,,,,
TOW,-93.279329,44.953233,220,02/13/2019 02:19am,"2717 BLAISDELL AVE S,Minneapolis,MN",44.953233,-93.279329,10,Powderhorn,Whittier,3,1,Westminster,LOCAL,3966.5,395.6,,,,,,,,
TOW,-93.227197,44.938119,221,02/13/2019 02:19am,"3552 minnehaha av s,Minneapolis,MN",44.938119,-93.227197,12,Longfellow,Howe,6,1,Westminster,CSAH,8949.9,717.6,,,,,,,,
TOW,-93.244324,44.965825,222,02/13/2019 02:21am,"720 20TH AVE S,Minneapolis,MN",44.965825,-93.244324,6,University,Cedar Riverside,4,1,Westminster,MSA,5241.3,591.5,,,,,,,,
TOW,-93.279286,44.952638,223,02/13/2019 02:22am,"2743 BLAISDELL AVE S,Minneapolis,MN",44.952638,-93.279286,10,Powderhorn,Whittier,3,1,Westminster,LOCAL,4032.6,400.9,,,,,,,,
TOW,-93.264843,44.978991,224,02/13/2019 02:22am,"301 3RD ST S,Minneapolis,MN",44.978991,-93.264843,3,Central,Downtown West,3,1,Westminster,MSA,3288.3,373.7,,,,,,,,
TOW,-93.239487,44.946239,225,02/13/2019 02:23am,"2231 31st st e,Minneapolis,MN",44.946239,-93.239487,9,Powderhorn,Corcoran,6,1,Westminster,LOCAL,7738.2,689.3,,,,,,,,
TOW,-93.284184,44.975971,226,02/13/2019 02:23am,"100 block of 15 st s,Minneapolis,MN",44.975971,-93.284184,5,Central,North Loop,3,1,Westminster,MSA,1689.8,238.2,,,,,,,,
TOW,-93.307978,45.021386,227,02/13/2019 02:25am,"3628 penn ave n ,Minneapolis,MN",45.021386,-93.307978,4,Camden,Folwell,1,1,Westminster,CSAH,6224.9,599.0,,,,,,,,
TOW,-93.307962,45.01965,228,02/13/2019 02:27am,"3534 PENN AVE N ,Minneapolis,MN",45.01965,-93.307962,4,Camden,Folwell,1,1,Westminster,CSAH,6135.1,584.8,,,,,,,,
TOW,-93.287293,44.971736,229,02/13/2019 02:28am,"1700 HENNEPIN AVE ,Minneapolis,MN",44.971736,-93.287293,7,Central,Loring Park,3,1,Westminster,STFR,5365.1,468.4,,,,,,,,
TOW,-93.307937,45.01841,230,02/13/2019 02:29am,"3454 PENN AVE N ,Minneapolis,MN",45.01841,-93.307937,4,Camden,Folwell,1,1,Westminster,RES,6051.5,569.7,,,,,,,,
TOW,-93.259321,44.989704,231,02/13/2019 02:30am,"1-99 2nd st ne,Minneapolis,MN",44.989704,-93.259321,3,Northeast,St. Anthony West,2,1,Westminster,MSA,3716.4,436.2,,,,,,,,
TOW,-93.276673,44.946668,232,02/13/2019 02:32am,"3100 1st. Ave s,Minneapolis,MN",44.946668,-93.276673,8,Powderhorn,Lyndale,5,1,Westminster,MSA,4938.7,487.2,,,,,,,,
TOW,-93.263333,44.943326,233,02/13/2019 02:33am,"728 e33rd st,Minneapolis,MN",44.943326,-93.263333,9,Powderhorn,Central,5,1,Westminster,RES,6393.3,618.4,,,,,,,,
TOW,-93.259321,44.989704,234,02/13/2019 02:33am,"1-99 2nd st ne,Minneapolis,MN",44.989704,-93.259321,3,Northeast,St. Anthony West,2,1,Westminster,MSA,3716.4,436.2,,,,,,,,
TOW,-93.261859,45.010139,235,02/13/2019 02:36am,"2200 4th street ne,Minneapolis,MN",45.010139,-93.261859,1,Northeast,Holland,2,1,Westminster,RES,5552.8,556.8,,,,,,,,
TOW,-93.279308,44.95287,236,02/13/2019 02:37am,"2725 BLAISDELL AVE ,Minneapolis,MN",44.95287,-93.279308,10,Powderhorn,Whittier,3,1,Westminster,LOCAL,4006.9,398.9,,,,,,,,
TOW,-93.244232,44.966241,237,02/13/2019 02:37am,"708 20th ave s,Minneapolis,MN",44.966241,-93.244232,6,University,Cedar Riverside,4,1,Westminster,MSA,5191.4,584.2,,,,,,,,
TOW,-93.261593,45.010022,238,02/13/2019 02:39am,"2201 4th street ne,Minneapolis,MN",45.010022,-93.261593,1,Northeast,Holland,2,1,Westminster,MSA,5575.1,560.8,,,,,,,,
TOW,-93.308783,45.029313,239,02/13/2019 02:40am,"4059 penn ave n ,Minneapolis,MN",45.029313,-93.308783,4,Camden,Victory,1,1,Westminster,RES,7108.2,663.3,,,,,,,,
TOW,-93.303435,44.981416,240,02/13/2019 02:43am,"1815 4th ave n ,Minneapolis,MN",44.981416,-93.303435,5,Near North,Harrison,3,1,Westminster,RES,1319.8,176.2,,,,,,,,
TOW,-93.276657,44.944962,241,02/13/2019 02:43am,"3198-3100 1 Av s,Minneapolis,MN",44.944962,-93.276657,8,Powderhorn,Lyndale,5,1,Westminster,RES,5125.5,511.8,,,,,,,,
TOW,-93.281853,44.994361,242,02/13/2019 02:44am,"1501 washington street ne,Minneapolis,MN",44.994361,-93.281853,5,Near North,Near - North,1,1,Westminster,LOCAL,2698.1,291.7,,,,,,,,
TOW,-93.311691,44.99857,243,02/13/2019 02:46am,"2423 Golden Valley Road,Minneapolis,MN",44.99857,-93.311691,5,Near North,Willard - Hay,1,1,Westminster,CSAH,3936.5,392.8,,,,,,,,
TOW,-93.276673,44.946668,244,02/13/2019 02:46am,"3100 1ST AVE S,Minneapolis,MN",44.946668,-93.276673,8,Powderhorn,Lyndale,5,1,Westminster,MSA,4938.7,487.2,,,,,,,,
TOW,-93.265207,44.948394,245,02/13/2019 02:47am,"2989-2800 BLOCK OF PARK AVE,Minneapolis,MN",44.948394,-93.265207,6,Phillips,Phillips West,3,1,Westminster,CSAH,5654.6,556.4,,,,,,,,
TOW,-93.281853,44.994361,246,02/13/2019 02:48am,"1501 washington St Ne,Minneapolis,MN",44.994361,-93.281853,5,Near North,Near - North,1,1,Westminster,LOCAL,2698.1,291.7,,,,,,,,
TOW,-93.22408,44.935132,247,02/13/2019 02:49am,"3725 minnehaha ave,Minneapolis,MN",44.935132,-93.22408,12,Longfellow,Howe,6,1,Westminster,CSAH,9391.5,766.1,,,,,,,,
TOW,-93.261534,45.014902,248,02/13/2019 02:51am,"2598 4 th sdtreet ne,Minneapolis,MN",45.014902,-93.261534,1,Northeast,Holland,2,1,Westminster,RES,6125.0,612.0,,,,,,,,
TOW,-93.267331,44.968786,249,02/13/2019 02:53am,"1401 Portland av s ,Minneapolis,MN",44.968786,-93.267331,7,Central,Elliot Park,3,1,Westminster,RES,2985.2,349.4,,,,,,,,
TOW,-93.261534,45.014902,250,02/13/2019 02:53am,"2598 4th street ne,Minneapolis,MN",45.014902,-93.261534,1,Northeast,Holland,2,1,Westminster,RES,6125.0,612.0,,,,,,,,
TOW,-93.265616,44.949939,251,02/13/2019 02:55am,"2900 Park Ave s,Minneapolis,MN",44.949939,-93.265616,6,Phillips,Phillips West,3,1,Westminster,CSAH,5826.2,571.9,,,,,,,,
TOW,-93.311691,44.99857,252,02/13/2019 02:56am,"2423 Golden valley road,Minneapolis,MN",44.99857,-93.311691,5,Near North,Willard - Hay,1,1,Westminster,CSAH,3936.5,392.8,,,,,,,,
TOW,-93.265541,44.964577,253,02/13/2019 02:57am,"1814 park s,Minneapolis,MN",44.964577,-93.265541,6,Phillips,Ventura Village,3,1,Westminster,CSAH,3782.4,436.9,,,,,,,,
TOW,-93.261584,45.008561,254,02/13/2019 03:02am,"2001 4th street ne,Minneapolis,MN",45.008561,-93.261584,1,Northeast,Holland,2,1,Westminster,MSA,5410.8,547.5,,,,,,,,
TOW,-93.261859,45.010139,255,02/13/2019 03:05am,"2200 4th street ne,Minneapolis,MN",45.010139,-93.261859,1,Northeast,Holland,2,1,Westminster,RES,5552.8,556.8,,,,,,,,
TOW,-93.284422,44.914159,256,02/13/2019 03:09am,"49th and Grand ave ,Minneapolis,MN",44.914159,-93.284422,11,Southwest,Tangletown,5,1,Westminster,RES,8381.8,752.2,,,,,,,,
TOW,-93.298074,45.035242,257,02/13/2019 03:10am,"1421 44th ave n ,Minneapolis,MN",45.035242,-93.298074,4,Camden,Webber - Camden,1,1,Westminster,CSAH,8053.8,644.6,,,,,,,,
TOW,-93.297759,45.035251,258,02/13/2019 03:13am,"1415 44th ave n ,Minneapolis,MN",45.035251,-93.297759,4,Camden,Webber - Camden,1,1,Westminster,CSAH,7985.4,636.4,,,,,,,,
TOW,-93.244542,44.966131,259,02/13/2019 03:15am,"712 20th ave s,Minneapolis,MN",44.966131,-93.244542,6,University,Cedar Riverside,4,1,Westminster,MSA,5258.5,595.6,,,,,,,,
TOW,-93.220052,44.929428,260,02/13/2019 03:16am,"4027 Minnehaha Avenue South,Minneapolis,MN",44.929428,-93.220052,12,Longfellow,Hiawatha,6,1,Westminster,CSAH,10155.4,829.6,,,,,,,,
TOW,-93.223153,44.933641,261,02/13/2019 03:18am,"3819 Minnehaha Avenue South,Minneapolis,MN",44.933641,-93.223153,12,Longfellow,Howe,6,1,Westminster,CSAH,9548.3,757.4,,,,,,,,
TOW,-93.265207,44.948377,262,02/13/2019 03:19am,"2998-2900 PARK AVE ,Minneapolis,MN",44.948377,-93.265207,6,Phillips,Phillips West,3,1,Westminster,CSAH,5652.8,556.3,,,,,,,,
